prime_mover_code,energy_source_code,boiler_firing_type,emission_factor,emission_factor_numerator,emission_factor_denominator,multiply_by_sulfur_content
OT,OBS,DUCTBURNER,0.23,lb,short ton,0
OT,OBS,FLUIDIZED,0.02,lb,short ton,0
OT,OBS,N/A,0.02,lb,short ton,0
OT,OBS,OTHER,0.23,lb,short ton,0
OT,OBS,STOKER,0.23,lb,short ton,0
OT,OBS,TANGENTIAL,0.23,lb,short ton,0
OT,OBS,VERTICAL,0.23,lb,short ton,0
OT,OBS,WALL,0.23,lb,short ton,0
ST,OBS,CELLBURNER,0.23,lb,short ton,0
ST,OBS,CYCLONE,0.23,lb,short ton,0
ST,OBS,DUCTBURNER,0.23,lb,short ton,0
ST,OBS,FLUIDIZED,0.02,lb,short ton,0
ST,OBS,N/A,0.02,lb,short ton,0
ST,OBS,OTHER,0.23,lb,short ton,0
ST,OBS,STOKER,0.23,lb,short ton,0
ST,OBS,TANGENTIAL,0.23,lb,short ton,0
ST,OBS,VERTICAL,0.23,lb,short ton,0
ST,OBS,WALL,0.23,lb,short ton,0
CA,OG,CELLBURNER,0.0006,lb,Mcf,0
CA,OG,CYCLONE,0.0006,lb,Mcf,0
CA,OG,DUCTBURNER,0.0006,lb,Mcf,0
CA,OG,FLUIDIZED,0.0006,lb,Mcf,0
CA,OG,N/A,0.0006,lb,Mcf,0
CA,OG,OTHER,0.0006,lb,Mcf,0
CA,OG,STOKER,0.0006,lb,Mcf,0
CA,OG,TANGENTIAL,0.0006,lb,Mcf,0
CA,OG,VERTICAL,0.0006,lb,Mcf,0
CA,OG,WALL,0.0006,lb,Mcf,0
CS,OG,CELLBURNER,0.0006,lb,Mcf,0
CS,OG,CYCLONE,0.0006,lb,Mcf,0
CS,OG,DUCTBURNER,0.0006,lb,Mcf,0
CS,OG,FLUIDIZED,0.0006,lb,Mcf,0
CS,OG,N/A,0.0006,lb,Mcf,0
CS,OG,OTHER,0.0006,lb,Mcf,0
CS,OG,STOKER,0.0006,lb,Mcf,0
CS,OG,TANGENTIAL,0.0006,lb,Mcf,0
CS,OG,VERTICAL,0.0006,lb,Mcf,0
CS,OG,WALL,0.0006,lb,Mcf,0
CT,OG,CELLBURNER,0.0006,lb,Mcf,0
CT,OG,CYCLONE,0.0006,lb,Mcf,0
CT,OG,DUCTBURNER,0.0006,lb,Mcf,0
CT,OG,FLUIDIZED,0.0006,lb,Mcf,0
CT,OG,N/A,0.0006,lb,Mcf,0
CT,OG,OTHER,0.0006,lb,Mcf,0
CT,OG,STOKER,0.0006,lb,Mcf,0
CT,OG,TANGENTIAL,0.0006,lb,Mcf,0
CT,OG,VERTICAL,0.0006,lb,Mcf,0
CT,OG,WALL,0.0006,lb,Mcf,0
GT,OG,CELLBURNER,0.0006,lb,Mcf,0
GT,OG,CYCLONE,0.0006,lb,Mcf,0
GT,OG,DUCTBURNER,0.0006,lb,Mcf,0
GT,OG,FLUIDIZED,0.0006,lb,Mcf,0
GT,OG,N/A,0.0006,lb,Mcf,0
GT,OG,OTHER,0.0006,lb,Mcf,0
GT,OG,STOKER,0.0006,lb,Mcf,0
GT,OG,TANGENTIAL,0.0006,lb,Mcf,0
GT,OG,VERTICAL,0.0006,lb,Mcf,0
GT,OG,WALL,0.0006,lb,Mcf,0
IC,OG,CELLBURNER,0.0006,lb,Mcf,0
IC,OG,CYCLONE,0.0006,lb,Mcf,0
IC,OG,DUCTBURNER,0.0006,lb,Mcf,0
IC,OG,FLUIDIZED,0.0006,lb,Mcf,0
IC,OG,N/A,0.0006,lb,Mcf,0
IC,OG,OTHER,0.0006,lb,Mcf,0
IC,OG,STOKER,0.0006,lb,Mcf,0
IC,OG,TANGENTIAL,0.0006,lb,Mcf,0
IC,OG,VERTICAL,0.0006,lb,Mcf,0
IC,OG,WALL,0.0006,lb,Mcf,0
OT,OG,CELLBURNER,0.0006,lb,Mcf,0
OT,OG,CYCLONE,0.0006,lb,Mcf,0
OT,OG,DUCTBURNER,0.0006,lb,Mcf,0
OT,OG,FLUIDIZED,0.00006,lb,Mcf,0
OT,OG,N/A,0.00006,lb,Mcf,0
OT,OG,OTHER,0.0006,lb,Mcf,0
OT,OG,STOKER,0.0006,lb,Mcf,0
OT,OG,TANGENTIAL,0.0006,lb,Mcf,0
OT,OG,VERTICAL,0.0006,lb,Mcf,0
OT,OG,WALL,0.0006,lb,Mcf,0
ST,OG,CELLBURNER,0.0006,lb,Mcf,0
ST,OG,CYCLONE,0.0006,lb,Mcf,0
ST,OG,DUCTBURNER,0.0006,lb,Mcf,0
ST,OG,FLUIDIZED,0.00006,lb,Mcf,0
ST,OG,N/A,0.00006,lb,Mcf,0
ST,OG,OTHER,0.0006,lb,Mcf,0
ST,OG,STOKER,0.0006,lb,Mcf,0
ST,OG,TANGENTIAL,0.0006,lb,Mcf,0
ST,OG,VERTICAL,0.0006,lb,Mcf,0
ST,OG,WALL,0.0006,lb,Mcf,0
CA,OTH,CELLBURNER,0.0006,lb,Mcf,0
CA,OTH,CYCLONE,0.0006,lb,Mcf,0
CA,OTH,DUCTBURNER,0.0006,lb,Mcf,0
CA,OTH,FLUIDIZED,0.0006,lb,Mcf,0
CA,OTH,N/A,0.0006,lb,Mcf,0
CA,OTH,OTHER,0.0006,lb,Mcf,0
CA,OTH,STOKER,0.0006,lb,Mcf,0
CA,OTH,TANGENTIAL,0.0006,lb,Mcf,0
CA,OTH,VERTICAL,0.0006,lb,Mcf,0
CA,OTH,WALL,0.0006,lb,Mcf,0
CS,OTH,CELLBURNER,0.0006,lb,Mcf,0
CS,OTH,CYCLONE,0.0006,lb,Mcf,0
CS,OTH,DUCTBURNER,0.0006,lb,Mcf,0
CS,OTH,FLUIDIZED,0.0006,lb,Mcf,0
CS,OTH,N/A,0.0006,lb,Mcf,0
CS,OTH,OTHER,0.0006,lb,Mcf,0
CS,OTH,STOKER,0.0006,lb,Mcf,0
CS,OTH,TANGENTIAL,0.0006,lb,Mcf,0
CS,OTH,VERTICAL,0.0006,lb,Mcf,0
CS,OTH,WALL,0.0006,lb,Mcf,0
CT,OTH,CELLBURNER,0.0006,lb,Mcf,0
CT,OTH,CYCLONE,0.0006,lb,Mcf,0
CT,OTH,DUCTBURNER,0.0006,lb,Mcf,0
CT,OTH,FLUIDIZED,0.0006,lb,Mcf,0
CT,OTH,N/A,0.0006,lb,Mcf,0
CT,OTH,OTHER,0.0006,lb,Mcf,0
CT,OTH,STOKER,0.0006,lb,Mcf,0
CT,OTH,TANGENTIAL,0.0006,lb,Mcf,0
CT,OTH,VERTICAL,0.0006,lb,Mcf,0
CT,OTH,WALL,0.0006,lb,Mcf,0
GT,OTH,CELLBURNER,0.0006,lb,Mcf,0
GT,OTH,CYCLONE,0.0006,lb,Mcf,0
GT,OTH,DUCTBURNER,0.0006,lb,Mcf,0
GT,OTH,FLUIDIZED,0.0006,lb,Mcf,0
GT,OTH,N/A,0.0006,lb,Mcf,0
GT,OTH,OTHER,0.0006,lb,Mcf,0
GT,OTH,STOKER,0.0006,lb,Mcf,0
GT,OTH,TANGENTIAL,0.0006,lb,Mcf,0
GT,OTH,VERTICAL,0.0006,lb,Mcf,0
GT,OTH,WALL,0.0006,lb,Mcf,0
IC,OTH,CELLBURNER,0.0006,lb,Mcf,0
IC,OTH,CYCLONE,0.0006,lb,Mcf,0
IC,OTH,DUCTBURNER,0.0006,lb,Mcf,0
IC,OTH,FLUIDIZED,0.0006,lb,Mcf,0
IC,OTH,N/A,0.0006,lb,Mcf,0
IC,OTH,OTHER,0.0006,lb,Mcf,0
IC,OTH,STOKER,0.0006,lb,Mcf,0
IC,OTH,TANGENTIAL,0.0006,lb,Mcf,0
IC,OTH,VERTICAL,0.0006,lb,Mcf,0
IC,OTH,WALL,0.0006,lb,Mcf,0
OT,OTH,CELLBURNER,0.0006,lb,Mcf,0
OT,OTH,CYCLONE,0.0006,lb,Mcf,0
OT,OTH,DUCTBURNER,0.0006,lb,Mcf,0
OT,OTH,FLUIDIZED,0.00006,lb,Mcf,0
OT,OTH,N/A,0.00006,lb,Mcf,0
OT,OTH,OTHER,0.0006,lb,Mcf,0
OT,OTH,STOKER,0.0006,lb,Mcf,0
OT,OTH,TANGENTIAL,0.0006,lb,Mcf,0
OT,OTH,VERTICAL,0.0006,lb,Mcf,0
OT,OTH,WALL,0.0006,lb,Mcf,0
ST,OTH,CELLBURNER,0.0006,lb,Mcf,0
ST,OTH,CYCLONE,0.0006,lb,Mcf,0
ST,OTH,DUCTBURNER,0.0006,lb,Mcf,0
ST,OTH,FLUIDIZED,0.00006,lb,Mcf,0
ST,OTH,N/A,0.00006,lb,Mcf,0
ST,OTH,OTHER,0.0006,lb,Mcf,0
ST,OTH,STOKER,0.0006,lb,Mcf,0
ST,OTH,TANGENTIAL,0.0006,lb,Mcf,0
ST,OTH,VERTICAL,0.0006,lb,Mcf,0
ST,OTH,WALL,0.0006,lb,Mcf,0
OT,PC,CELLBURNER,39*S,lb,short ton,1
OT,PC,CYCLONE,39*S,lb,short ton,1
OT,PC,DUCTBURNER,39*S,lb,short ton,1
OT,PC,FLUIDIZED,3.9*S,lb,short ton,1
OT,PC,N/A,3.9*S,lb,short ton,1
OT,PC,OTHER,39*S,lb,short ton,1
OT,PC,STOKER,39*S,lb,short ton,1
OT,PC,TANGENTIAL,39*S,lb,short ton,1
OT,PC,VERTICAL,39*S,lb,short ton,1
OT,PC,WALL,39*S,lb,short ton,1
ST,PC,CELLBURNER,39*S,lb,short ton,1
ST,PC,CYCLONE,39*S,lb,short ton,1
ST,PC,DUCTBURNER,39*S,lb,short ton,1
ST,PC,FLUIDIZED,3.9*S,lb,short ton,1
ST,PC,N/A,3.9*S,lb,short ton,1
ST,PC,OTHER,39*S,lb,short ton,1
ST,PC,STOKER,39*S,lb,short ton,1
ST,PC,TANGENTIAL,39*S,lb,short ton,1
ST,PC,VERTICAL,39*S,lb,short ton,1
ST,PC,WALL,39*S,lb,short ton,1
CA,PG,CELLBURNER,0.001,lb,Mcf,0
CA,PG,CYCLONE,0.0006,lb,Mcf,0
CA,PG,DUCTBURNER,0.0011,lb,Mcf,0
CA,PG,FLUIDIZED,0.0007,lb,Mcf,0
CA,PG,N/A,0.0014,lb,Mcf,0
CA,PG,OTHER,0.0014,lb,Mcf,0
CA,PG,STOKER,0.0008,lb,Mcf,0
CA,PG,TANGENTIAL,0.0009,lb,Mcf,0
CA,PG,VERTICAL,0.0013,lb,Mcf,0
CA,PG,WALL,0.0012,lb,Mcf,0
CS,PG,CELLBURNER,0.001,lb,Mcf,0
CS,PG,CYCLONE,0.0006,lb,Mcf,0
CS,PG,DUCTBURNER,0.0011,lb,Mcf,0
CS,PG,FLUIDIZED,0.0007,lb,Mcf,0
CS,PG,N/A,0.0014,lb,Mcf,0
CS,PG,OTHER,0.0014,lb,Mcf,0
CS,PG,STOKER,0.0008,lb,Mcf,0
CS,PG,TANGENTIAL,0.0009,lb,Mcf,0
CS,PG,VERTICAL,0.0013,lb,Mcf,0
CS,PG,WALL,0.0012,lb,Mcf,0
CT,PG,CELLBURNER,0.001,lb,Mcf,0
CT,PG,CYCLONE,0.0006,lb,Mcf,0
CT,PG,DUCTBURNER,0.0011,lb,Mcf,0
CT,PG,FLUIDIZED,0.0007,lb,Mcf,0
CT,PG,N/A,0.0014,lb,Mcf,0
CT,PG,OTHER,0.0014,lb,Mcf,0
CT,PG,STOKER,0.0008,lb,Mcf,0
CT,PG,TANGENTIAL,0.0009,lb,Mcf,0
CT,PG,VERTICAL,0.0013,lb,Mcf,0
CT,PG,WALL,0.0012,lb,Mcf,0
GT,PG,CELLBURNER,0.001,lb,Mcf,0
GT,PG,CYCLONE,0.0006,lb,Mcf,0
GT,PG,DUCTBURNER,0.0011,lb,Mcf,0
GT,PG,FLUIDIZED,0.0007,lb,Mcf,0
GT,PG,N/A,0.0014,lb,Mcf,0
GT,PG,OTHER,0.0014,lb,Mcf,0
GT,PG,STOKER,0.0008,lb,Mcf,0
GT,PG,TANGENTIAL,0.0009,lb,Mcf,0
GT,PG,VERTICAL,0.0013,lb,Mcf,0
GT,PG,WALL,0.0012,lb,Mcf,0
IC,PG,CELLBURNER,0.001,lb,Mcf,0
IC,PG,CYCLONE,0.0006,lb,Mcf,0
IC,PG,DUCTBURNER,0.0011,lb,Mcf,0
IC,PG,FLUIDIZED,0.0007,lb,Mcf,0
IC,PG,N/A,0.0014,lb,Mcf,0
IC,PG,OTHER,0.0014,lb,Mcf,0
IC,PG,STOKER,0.0008,lb,Mcf,0
IC,PG,TANGENTIAL,0.0009,lb,Mcf,0
IC,PG,VERTICAL,0.0013,lb,Mcf,0
IC,PG,WALL,0.0012,lb,Mcf,0
OT,PG,CELLBURNER,0.0006,lb,Mcf,0
OT,PG,CYCLONE,0.0006,lb,Mcf,0
OT,PG,DUCTBURNER,0.0006,lb,Mcf,0
OT,PG,FLUIDIZED,0.00006,lb,Mcf,0
OT,PG,N/A,0.00006,lb,Mcf,0
OT,PG,OTHER,0.0006,lb,Mcf,0
OT,PG,STOKER,0.0006,lb,Mcf,0
OT,PG,TANGENTIAL,0.0006,lb,Mcf,0
OT,PG,VERTICAL,0.0006,lb,Mcf,0
OT,PG,WALL,0.0006,lb,Mcf,0
ST,PG,CELLBURNER,0.0006,lb,Mcf,0
ST,PG,CYCLONE,0.0006,lb,Mcf,0
ST,PG,DUCTBURNER,0.0006,lb,Mcf,0
ST,PG,FLUIDIZED,0.00006,lb,Mcf,0
ST,PG,N/A,0.00006,lb,Mcf,0
ST,PG,OTHER,0.0006,lb,Mcf,0
ST,PG,STOKER,0.0006,lb,Mcf,0
ST,PG,TANGENTIAL,0.0006,lb,Mcf,0
ST,PG,VERTICAL,0.0006,lb,Mcf,0
ST,PG,WALL,0.0006,lb,Mcf,0
OT,RC,CELLBURNER,38*S,lb,short ton,1
OT,RC,CYCLONE,38*S,lb,short ton,1
OT,RC,DUCTBURNER,38*S,lb,short ton,1
OT,RC,FLUIDIZED,3.8*S,lb,short ton,1
OT,RC,N/A,3.8*S,lb,short ton,1
OT,RC,OTHER,38*S,lb,short ton,1
OT,RC,STOKER,38*S,lb,short ton,1
OT,RC,TANGENTIAL,38*S,lb,short ton,1
OT,RC,VERTICAL,38*S,lb,short ton,1
OT,RC,WALL,38*S,lb,short ton,1
ST,RC,CELLBURNER,38*S,lb,short ton,1
ST,RC,CYCLONE,38*S,lb,short ton,1
ST,RC,DUCTBURNER,38*S,lb,short ton,1
ST,RC,FLUIDIZED,3.8*S,lb,short ton,1
ST,RC,N/A,3.8*S,lb,short ton,1
ST,RC,OTHER,38*S,lb,short ton,1
ST,RC,STOKER,38*S,lb,short ton,1
ST,RC,TANGENTIAL,38*S,lb,short ton,1
ST,RC,VERTICAL,38*S,lb,short ton,1
ST,RC,WALL,38*S,lb,short ton,1
CA,RFO,CELLBURNER,5.88*S,lb,barrel,1
CA,RFO,CYCLONE,5.88*S,lb,barrel,1
CA,RFO,DUCTBURNER,5.88*S,lb,barrel,1
CA,RFO,FLUIDIZED,5.88*S,lb,barrel,1
CA,RFO,N/A,5.88*S,lb,barrel,1
CA,RFO,OTHER,5.88*S,lb,barrel,1
CA,RFO,STOKER,5.88*S,lb,barrel,1
CA,RFO,TANGENTIAL,5.88*S,lb,barrel,1
CA,RFO,VERTICAL,5.88*S,lb,barrel,1
CA,RFO,WALL,5.88*S,lb,barrel,1
CS,RFO,CELLBURNER,5.88*S,lb,barrel,1
CS,RFO,CYCLONE,5.88*S,lb,barrel,1
CS,RFO,DUCTBURNER,5.88*S,lb,barrel,1
CS,RFO,FLUIDIZED,5.88*S,lb,barrel,1
CS,RFO,N/A,5.88*S,lb,barrel,1
CS,RFO,OTHER,5.88*S,lb,barrel,1
CS,RFO,STOKER,5.88*S,lb,barrel,1
CS,RFO,TANGENTIAL,5.88*S,lb,barrel,1
CS,RFO,VERTICAL,5.88*S,lb,barrel,1
CS,RFO,WALL,5.88*S,lb,barrel,1
CT,RFO,CELLBURNER,5.88*S,lb,barrel,1
CT,RFO,CYCLONE,5.88*S,lb,barrel,1
CT,RFO,DUCTBURNER,5.88*S,lb,barrel,1
CT,RFO,FLUIDIZED,5.88*S,lb,barrel,1
CT,RFO,N/A,5.88*S,lb,barrel,1
CT,RFO,OTHER,5.88*S,lb,barrel,1
CT,RFO,STOKER,5.88*S,lb,barrel,1
CT,RFO,TANGENTIAL,5.88*S,lb,barrel,1
CT,RFO,VERTICAL,5.88*S,lb,barrel,1
CT,RFO,WALL,5.88*S,lb,barrel,1
GT,RFO,CELLBURNER,5.88*S,lb,barrel,1
GT,RFO,CYCLONE,5.88*S,lb,barrel,1
GT,RFO,DUCTBURNER,5.88*S,lb,barrel,1
GT,RFO,FLUIDIZED,5.88*S,lb,barrel,1
GT,RFO,N/A,5.88*S,lb,barrel,1
GT,RFO,OTHER,5.88*S,lb,barrel,1
GT,RFO,STOKER,5.88*S,lb,barrel,1
GT,RFO,TANGENTIAL,5.88*S,lb,barrel,1
GT,RFO,VERTICAL,5.88*S,lb,barrel,1
GT,RFO,WALL,5.88*S,lb,barrel,1
IC,RFO,CELLBURNER,5.88*S,lb,barrel,1
IC,RFO,CYCLONE,5.88*S,lb,barrel,1
IC,RFO,DUCTBURNER,5.88*S,lb,barrel,1
IC,RFO,FLUIDIZED,5.88*S,lb,barrel,1
IC,RFO,N/A,5.88*S,lb,barrel,1
IC,RFO,OTHER,5.88*S,lb,barrel,1
IC,RFO,STOKER,5.88*S,lb,barrel,1
IC,RFO,TANGENTIAL,5.88*S,lb,barrel,1
IC,RFO,VERTICAL,5.88*S,lb,barrel,1
IC,RFO,WALL,5.88*S,lb,barrel,1
OT,RFO,CELLBURNER,6.594*S,lb,barrel,1
OT,RFO,CYCLONE,6.594*S,lb,barrel,1
OT,RFO,DUCTBURNER,6.594*S,lb,barrel,1
OT,RFO,FLUIDIZED,0.6594*S,lb,barrel,1
OT,RFO,N/A,0.6594*S,lb,barrel,1
OT,RFO,OTHER,6.594*S,lb,barrel,1
OT,RFO,STOKER,6.594*S,lb,barrel,1
OT,RFO,TANGENTIAL,6.594*S,lb,barrel,1
OT,RFO,VERTICAL,6.594*S,lb,barrel,1
OT,RFO,WALL,6.594*S,lb,barrel,1
ST,RFO,CELLBURNER,6.594*S,lb,barrel,1
ST,RFO,CYCLONE,6.594*S,lb,barrel,1
ST,RFO,DUCTBURNER,6.594*S,lb,barrel,1
ST,RFO,FLUIDIZED,0.6594*S,lb,barrel,1
ST,RFO,N/A,0.6594*S,lb,barrel,1
ST,RFO,OTHER,6.594*S,lb,barrel,1
ST,RFO,STOKER,6.594*S,lb,barrel,1
ST,RFO,TANGENTIAL,6.594*S,lb,barrel,1
ST,RFO,VERTICAL,6.594*S,lb,barrel,1
ST,RFO,WALL,6.594*S,lb,barrel,1
CA,SGC,CELLBURNER,0.0006,lb,Mcf,0
CA,SGC,CYCLONE,0.0006,lb,Mcf,0
CA,SGC,DUCTBURNER,0.0006,lb,Mcf,0
CA,SGC,FLUIDIZED,0.0006,lb,Mcf,0
CA,SGC,N/A,0.0006,lb,Mcf,0
CA,SGC,OTHER,0.0006,lb,Mcf,0
CA,SGC,STOKER,0.0006,lb,Mcf,0
CA,SGC,TANGENTIAL,0.0006,lb,Mcf,0
CA,SGC,VERTICAL,0.0006,lb,Mcf,0
CA,SGC,WALL,0.0006,lb,Mcf,0
CS,SGC,CELLBURNER,0.0006,lb,Mcf,0
CS,SGC,CYCLONE,0.0006,lb,Mcf,0
CS,SGC,DUCTBURNER,0.0006,lb,Mcf,0
CS,SGC,FLUIDIZED,0.0006,lb,Mcf,0
CS,SGC,N/A,0.0006,lb,Mcf,0
CS,SGC,OTHER,0.0006,lb,Mcf,0
CS,SGC,STOKER,0.0006,lb,Mcf,0
CS,SGC,TANGENTIAL,0.0006,lb,Mcf,0
CS,SGC,VERTICAL,0.0006,lb,Mcf,0
CS,SGC,WALL,0.0006,lb,Mcf,0
CT,SGC,CELLBURNER,0.0006,lb,Mcf,0
CT,SGC,CYCLONE,0.0006,lb,Mcf,0
CT,SGC,DUCTBURNER,0.0006,lb,Mcf,0
CT,SGC,FLUIDIZED,0.0006,lb,Mcf,0
CT,SGC,N/A,0.0006,lb,Mcf,0
CT,SGC,OTHER,0.0006,lb,Mcf,0
CT,SGC,STOKER,0.0006,lb,Mcf,0
CT,SGC,TANGENTIAL,0.0006,lb,Mcf,0
CT,SGC,VERTICAL,0.0006,lb,Mcf,0
CT,SGC,WALL,0.0006,lb,Mcf,0
GT,SGC,CELLBURNER,0.0006,lb,Mcf,0
GT,SGC,CYCLONE,0.0006,lb,Mcf,0
GT,SGC,DUCTBURNER,0.0006,lb,Mcf,0
GT,SGC,FLUIDIZED,0.0006,lb,Mcf,0
GT,SGC,N/A,0.0006,lb,Mcf,0
GT,SGC,OTHER,0.0006,lb,Mcf,0
GT,SGC,STOKER,0.0006,lb,Mcf,0
GT,SGC,TANGENTIAL,0.0006,lb,Mcf,0
GT,SGC,VERTICAL,0.0006,lb,Mcf,0
GT,SGC,WALL,0.0006,lb,Mcf,0
IC,SGC,CELLBURNER,0.0006,lb,Mcf,0
IC,SGC,CYCLONE,0.0006,lb,Mcf,0
IC,SGC,DUCTBURNER,0.0006,lb,Mcf,0
IC,SGC,FLUIDIZED,0.0006,lb,Mcf,0
IC,SGC,N/A,0.0006,lb,Mcf,0
IC,SGC,OTHER,0.0006,lb,Mcf,0
IC,SGC,STOKER,0.0006,lb,Mcf,0
IC,SGC,TANGENTIAL,0.0006,lb,Mcf,0
IC,SGC,VERTICAL,0.0006,lb,Mcf,0
IC,SGC,WALL,0.0006,lb,Mcf,0
OT,SGC,CELLBURNER,0.0006,lb,Mcf,0
OT,SGC,CYCLONE,0.0006,lb,Mcf,0
OT,SGC,DUCTBURNER,0.0006,lb,Mcf,0
OT,SGC,FLUIDIZED,0.00006,lb,Mcf,0
OT,SGC,N/A,0.00006,lb,Mcf,0
OT,SGC,OTHER,0.0006,lb,Mcf,0
OT,SGC,STOKER,0.0006,lb,Mcf,0
OT,SGC,TANGENTIAL,0.0006,lb,Mcf,0
OT,SGC,VERTICAL,0.0006,lb,Mcf,0
OT,SGC,WALL,0.0006,lb,Mcf,0
ST,SGC,CELLBURNER,0.0006,lb,Mcf,0
ST,SGC,CYCLONE,0.0006,lb,Mcf,0
ST,SGC,DUCTBURNER,0.0006,lb,Mcf,0
ST,SGC,FLUIDIZED,0.00006,lb,Mcf,0
ST,SGC,N/A,0.00006,lb,Mcf,0
ST,SGC,OTHER,0.0006,lb,Mcf,0
ST,SGC,STOKER,0.0006,lb,Mcf,0
ST,SGC,TANGENTIAL,0.0006,lb,Mcf,0
ST,SGC,VERTICAL,0.0006,lb,Mcf,0
ST,SGC,WALL,0.0006,lb,Mcf,0
CA,SGP,CELLBURNER,0.0006,lb,Mcf,0
CA,SGP,CYCLONE,0.0006,lb,Mcf,0
CA,SGP,DUCTBURNER,0.0006,lb,Mcf,0
CA,SGP,FLUIDIZED,0.0006,lb,Mcf,0
CA,SGP,N/A,0.0006,lb,Mcf,0
CA,SGP,OTHER,0.0006,lb,Mcf,0
CA,SGP,STOKER,0.0006,lb,Mcf,0
CA,SGP,TANGENTIAL,0.0006,lb,Mcf,0
CA,SGP,VERTICAL,0.0006,lb,Mcf,0
CA,SGP,WALL,0.0006,lb,Mcf,0
CS,SGP,CELLBURNER,0.0006,lb,Mcf,0
CS,SGP,CYCLONE,0.0006,lb,Mcf,0
CS,SGP,DUCTBURNER,0.0006,lb,Mcf,0
CS,SGP,FLUIDIZED,0.0006,lb,Mcf,0
CS,SGP,N/A,0.0006,lb,Mcf,0
CS,SGP,OTHER,0.0006,lb,Mcf,0
CS,SGP,STOKER,0.0006,lb,Mcf,0
CS,SGP,TANGENTIAL,0.0006,lb,Mcf,0
CS,SGP,VERTICAL,0.0006,lb,Mcf,0
CS,SGP,WALL,0.0006,lb,Mcf,0
CT,SGP,CELLBURNER,0.0006,lb,Mcf,0
CT,SGP,CYCLONE,0.0006,lb,Mcf,0
CT,SGP,DUCTBURNER,0.0006,lb,Mcf,0
CT,SGP,FLUIDIZED,0.0006,lb,Mcf,0
CT,SGP,N/A,0.0006,lb,Mcf,0
CT,SGP,OTHER,0.0006,lb,Mcf,0
CT,SGP,STOKER,0.0006,lb,Mcf,0
CT,SGP,TANGENTIAL,0.0006,lb,Mcf,0
CT,SGP,VERTICAL,0.0006,lb,Mcf,0
CT,SGP,WALL,0.0006,lb,Mcf,0
GT,SGP,CELLBURNER,0.0006,lb,Mcf,0
GT,SGP,CYCLONE,0.0006,lb,Mcf,0
GT,SGP,DUCTBURNER,0.0006,lb,Mcf,0
GT,SGP,FLUIDIZED,0.0006,lb,Mcf,0
GT,SGP,N/A,0.0006,lb,Mcf,0
GT,SGP,OTHER,0.0006,lb,Mcf,0
GT,SGP,STOKER,0.0006,lb,Mcf,0
GT,SGP,TANGENTIAL,0.0006,lb,Mcf,0
GT,SGP,VERTICAL,0.0006,lb,Mcf,0
GT,SGP,WALL,0.0006,lb,Mcf,0
IC,SGP,CELLBURNER,0.0006,lb,Mcf,0
IC,SGP,CYCLONE,0.0006,lb,Mcf,0
IC,SGP,DUCTBURNER,0.0006,lb,Mcf,0
IC,SGP,FLUIDIZED,0.0006,lb,Mcf,0
IC,SGP,N/A,0.0006,lb,Mcf,0
IC,SGP,OTHER,0.0006,lb,Mcf,0
IC,SGP,STOKER,0.0006,lb,Mcf,0
IC,SGP,TANGENTIAL,0.0006,lb,Mcf,0
IC,SGP,VERTICAL,0.0006,lb,Mcf,0
IC,SGP,WALL,0.0006,lb,Mcf,0
OT,SGP,CELLBURNER,0.0006,lb,Mcf,0
OT,SGP,CYCLONE,0.0006,lb,Mcf,0
OT,SGP,DUCTBURNER,0.0006,lb,Mcf,0
OT,SGP,FLUIDIZED,0.00006,lb,Mcf,0
OT,SGP,N/A,0.00006,lb,Mcf,0
OT,SGP,OTHER,0.0006,lb,Mcf,0
OT,SGP,STOKER,0.0006,lb,Mcf,0
OT,SGP,TANGENTIAL,0.0006,lb,Mcf,0
OT,SGP,VERTICAL,0.0006,lb,Mcf,0
OT,SGP,WALL,0.0006,lb,Mcf,0
ST,SGP,CELLBURNER,0.0006,lb,Mcf,0
ST,SGP,CYCLONE,0.0006,lb,Mcf,0
ST,SGP,DUCTBURNER,0.0006,lb,Mcf,0
ST,SGP,FLUIDIZED,0.00006,lb,Mcf,0
ST,SGP,N/A,0.00006,lb,Mcf,0
ST,SGP,OTHER,0.0006,lb,Mcf,0
ST,SGP,STOKER,0.0006,lb,Mcf,0
ST,SGP,TANGENTIAL,0.0006,lb,Mcf,0
ST,SGP,VERTICAL,0.0006,lb,Mcf,0
ST,SGP,WALL,0.0006,lb,Mcf,0
OT,SLW,CELLBURNER,2.8,lb,short ton,0
OT,SLW,CYCLONE,2.8,lb,short ton,0
OT,SLW,DUCTBURNER,2.8,lb,short ton,0
OT,SLW,FLUIDIZED,0.28,lb,short ton,0
OT,SLW,N/A,0.28,lb,short ton,0
OT,SLW,OTHER,2.8,lb,short ton,0
OT,SLW,STOKER,2.8,lb,short ton,0
OT,SLW,TANGENTIAL,2.8,lb,short ton,0
OT,SLW,VERTICAL,2.8,lb,short ton,0
OT,SLW,WALL,2.8,lb,short ton,0
ST,SLW,CELLBURNER,2.8,lb,short ton,0
ST,SLW,CYCLONE,2.8,lb,short ton,0
ST,SLW,DUCTBURNER,2.8,lb,short ton,0
ST,SLW,FLUIDIZED,0.28,lb,short ton,0
ST,SLW,N/A,0.28,lb,short ton,0
ST,SLW,OTHER,2.8,lb,short ton,0
ST,SLW,STOKER,2.8,lb,short ton,0
ST,SLW,TANGENTIAL,2.8,lb,short ton,0
