prime_mover_code,energy_source_code,boiler_firing_type,emission_factor,emission_factor_numerator,emission_factor_denominator,multiply_by_sulfur_content
ST,SLW,VERTICAL,2.8,lb,short ton,0
ST,SLW,WALL,2.8,lb,short ton,0
OT,SUB,CELLBURNER,35*S,lb,short ton,1
OT,SUB,CYCLONE,35*S,lb,short ton,1
OT,SUB,DUCTBURNER,35*S,lb,short ton,1
OT,SUB,FLUIDIZED,3.5*S,lb,short ton,1
OT,SUB,N/A,3.5*S,lb,short ton,1
OT,SUB,OTHER,35*S,lb,short ton,1
OT,SUB,STOKER,35*S,lb,short ton,1
OT,SUB,TANGENTIAL,35*S,lb,short ton,1
OT,SUB,VERTICAL,35*S,lb,short ton,1
OT,SUB,WALL,35*S,lb,short ton,1
ST,SUB,CELLBURNER,35*S,lb,short ton,1
ST,SUB,CYCLONE,35*S,lb,short ton,1
ST,SUB,DUCTBURNER,35*S,lb,short ton,1
ST,SUB,FLUIDIZED,3.5*S,lb,short ton,1
ST,SUB,N/A,3.5*S,lb,short ton,1
ST,SUB,OTHER,35*S,lb,short ton,1
ST,SUB,STOKER,35*S,lb,short ton,1
ST,SUB,TANGENTIAL,35*S,lb,short ton,1
ST,SUB,VERTICAL,35*S,lb,short ton,1
ST,SUB,WALL,35*S,lb,short ton,1
OT,TDF,CELLBURNER,38*S,lb,short ton,1
OT,TDF,CYCLONE,38*S,lb,short ton,1
OT,TDF,DUCTBURNER,38*S,lb,short ton,1
OT,TDF,FLUIDIZED,3.8*S,lb,short ton,1
OT,TDF,N/A,3.8*S,lb,short ton,1
OT,TDF,OTHER,38*S,lb,short ton,1
OT,TDF,STOKER,38*S,lb,short ton,1
OT,TDF,TANGENTIAL,38*S,lb,short ton,1
OT,TDF,VERTICAL,38*S,lb,short ton,1
OT,TDF,WALL,38*S,lb,short ton,1
ST,TDF,CELLBURNER,38*S,lb,short ton,1
ST,TDF,CYCLONE,38*S,lb,short ton,1
ST,TDF,DUCTBURNER,38*S,lb,short ton,1
ST,TDF,FLUIDIZED,3.8*S,lb,short ton,1
ST,TDF,N/A,3.8*S,lb,short ton,1
ST,TDF,OTHER,38*S,lb,short ton,1
ST,TDF,STOKER,38*S,lb,short ton,1
ST,TDF,TANGENTIAL,38*S,lb,short ton,1
ST,TDF,VERTICAL,38*S,lb,short ton,1
ST,TDF,WALL,38*S,lb,short ton,1
OT,WC,CELLBURNER,30*S,lb,short ton,1
OT,WC,CYCLONE,30*S,lb,short ton,1
OT,WC,DUCTBURNER,30*S,lb,short ton,1
OT,WC,FLUIDIZED,3*S,lb,short ton,1
OT,WC,N/A,3*S,lb,short ton,1
OT,WC,OTHER,30*S,lb,short ton,1
OT,WC,STOKER,30*S,lb,short ton,1
OT,WC,TANGENTIAL,30*S,lb,short ton,1
OT,WC,VERTICAL,30*S,lb,short ton,1
OT,WC,WALL,30*S,lb,short ton,1
ST,WC,CELLBURNER,30*S,lb,short ton,1
ST,WC,CYCLONE,30*S,lb,short ton,1
ST,WC,DUCTBURNER,30*S,lb,short ton,1
ST,WC,FLUIDIZED,3*S,lb,short ton,1
ST,WC,N/A,3*S,lb,short ton,1
ST,WC,OTHER,30*S,lb,short ton,1
ST,WC,STOKER,30*S,lb,short ton,1
ST,WC,TANGENTIAL,30*S,lb,short ton,1
ST,WC,VERTICAL,30*S,lb,short ton,1
ST,WC,WALL,30*S,lb,short ton,1
CA,WDL,CELLBURNER,5.88*S,lb,barrel,1
CA,WDL,CYCLONE,5.88*S,lb,barrel,1
CA,WDL,DUCTBURNER,5.88*S,lb,barrel,1
CA,WDL,FLUIDIZED,5.88*S,lb,barrel,1
CA,WDL,N/A,5.88*S,lb,barrel,1
CA,WDL,OTHER,5.88*S,lb,barrel,1
CA,WDL,STOKER,5.88*S,lb,barrel,1
CA,WDL,TANGENTIAL,5.88*S,lb,barrel,1
CA,WDL,VERTICAL,5.88*S,lb,barrel,1
CA,WDL,WALL,5.88*S,lb,barrel,1
CS,WDL,CELLBURNER,5.88*S,lb,barrel,1
CS,WDL,CYCLONE,5.88*S,lb,barrel,1
CS,WDL,DUCTBURNER,5.88*S,lb,barrel,1
CS,WDL,FLUIDIZED,5.88*S,lb,barrel,1
CS,WDL,N/A,5.88*S,lb,barrel,1
CS,WDL,OTHER,5.88*S,lb,barrel,1
CS,WDL,STOKER,5.88*S,lb,barrel,1
CS,WDL,TANGENTIAL,5.88*S,lb,barrel,1
CS,WDL,VERTICAL,5.88*S,lb,barrel,1
CS,WDL,WALL,5.88*S,lb,barrel,1
CT,WDL,CELLBURNER,5.88*S,lb,barrel,1
CT,WDL,CYCLONE,5.88*S,lb,barrel,1
CT,WDL,DUCTBURNER,5.88*S,lb,barrel,1
CT,WDL,FLUIDIZED,5.88*S,lb,barrel,1
CT,WDL,N/A,5.88*S,lb,barrel,1
CT,WDL,OTHER,5.88*S,lb,barrel,1
CT,WDL,STOKER,5.88*S,lb,barrel,1
CT,WDL,TANGENTIAL,5.88*S,lb,barrel,1
CT,WDL,VERTICAL,5.88*S,lb,barrel,1
CT,WDL,WALL,5.88*S,lb,barrel,1
GT,WDL,CELLBURNER,5.88*S,lb,barrel,1
GT,WDL,CYCLONE,5.88*S,lb,barrel,1
GT,WDL,DUCTBURNER,5.88*S,lb,barrel,1
GT,WDL,FLUIDIZED,5.88*S,lb,barrel,1
GT,WDL,N/A,5.88*S,lb,barrel,1
GT,WDL,OTHER,5.88*S,lb,barrel,1
GT,WDL,STOKER,5.88*S,lb,barrel,1
GT,WDL,TANGENTIAL,5.88*S,lb,barrel,1
GT,WDL,VERTICAL,5.88*S,lb,barrel,1
GT,WDL,WALL,5.88*S,lb,barrel,1
IC,WDL,CELLBURNER,5.88*S,lb,barrel,1
IC,WDL,CYCLONE,5.88*S,lb,barrel,1
IC,WDL,DUCTBURNER,5.88*S,lb,barrel,1
IC,WDL,FLUIDIZED,5.88*S,lb,barrel,1
IC,WDL,N/A,5.88*S,lb,barrel,1
IC,WDL,OTHER,5.88*S,lb,barrel,1
IC,WDL,STOKER,5.88*S,lb,barrel,1
IC,WDL,TANGENTIAL,5.88*S,lb,barrel,1
IC,WDL,VERTICAL,5.88*S,lb,barrel,1
IC,WDL,WALL,5.88*S,lb,barrel,1
OT,WDL,CELLBURNER,5.964*S,lb,barrel,1
OT,WDL,CYCLONE,5.964*S,lb,barrel,1
OT,WDL,DUCTBURNER,5.964*S,lb,barrel,1
OT,WDL,FLUIDIZED,0.5964*S,lb,barrel,1
OT,WDL,N/A,0.5964*S,lb,barrel,1
OT,WDL,OTHER,5.964*S,lb,barrel,1
OT,WDL,STOKER,5.964*S,lb,barrel,1
OT,WDL,TANGENTIAL,5.964*S,lb,barrel,1
OT,WDL,VERTICAL,5.964*S,lb,barrel,1
OT,WDL,WALL,5.964*S,lb,barrel,1
ST,WDL,CELLBURNER,5.964*S,lb,barrel,1
ST,WDL,CYCLONE,5.964*S,lb,barrel,1
ST,WDL,DUCTBURNER,5.964*S,lb,barrel,1
ST,WDL,FLUIDIZED,0.5964*S,lb,barrel,1
ST,WDL,N/A,0.5964*S,lb,barrel,1
ST,WDL,OTHER,5.964*S,lb,barrel,1
ST,WDL,STOKER,5.964*S,lb,barrel,1
ST,WDL,TANGENTIAL,5.964*S,lb,barrel,1
ST,WDL,VERTICAL,5.964*S,lb,barrel,1
ST,WDL,WALL,5.964*S,lb,barrel,1
OT,WDS,CELLBURNER,0.29,lb,short ton,0
OT,WDS,CYCLONE,0.29,lb,short ton,0
OT,WDS,DUCTBURNER,0.29,lb,short ton,0
OT,WDS,FLUIDIZED,0.08,lb,short ton,0
OT,WDS,N/A,0.08,lb,short ton,0
OT,WDS,OTHER,0.29,lb,short ton,0
OT,WDS,STOKER,0.08,lb,short ton,0
OT,WDS,TANGENTIAL,0.29,lb,short ton,0
OT,WDS,VERTICAL,0.29,lb,short ton,0
OT,WDS,WALL,0.29,lb,short ton,0
ST,WDS,CELLBURNER,0.29,lb,short ton,0
ST,WDS,CYCLONE,0.29,lb,short ton,0
ST,WDS,DUCTBURNER,0.29,lb,short ton,0
ST,WDS,FLUIDIZED,0.08,lb,short ton,0
ST,WDS,N/A,0.08,lb,short ton,0
ST,WDS,OTHER,0.29,lb,short ton,0
ST,WDS,STOKER,0.08,lb,short ton,0
ST,WDS,TANGENTIAL,0.29,lb,short ton,0
ST,WDS,VERTICAL,0.29,lb,short ton,0
ST,WDS,WALL,0.29,lb,short ton,0
CA,WO,CELLBURNER,5.88*S,lb,barrel,1
CA,WO,CYCLONE,5.88*S,lb,barrel,1
CA,WO,DUCTBURNER,5.88*S,lb,barrel,1
CA,WO,FLUIDIZED,5.88*S,lb,barrel,1
CA,WO,N/A,5.88*S,lb,barrel,1
CA,WO,OTHER,5.88*S,lb,barrel,1
CA,WO,STOKER,5.88*S,lb,barrel,1
CA,WO,TANGENTIAL,5.88*S,lb,barrel,1
CA,WO,VERTICAL,5.88*S,lb,barrel,1
CA,WO,WALL,5.88*S,lb,barrel,1
CS,WO,CELLBURNER,5.88*S,lb,barrel,1
CS,WO,CYCLONE,5.88*S,lb,barrel,1
CS,WO,DUCTBURNER,5.88*S,lb,barrel,1
CS,WO,FLUIDIZED,5.88*S,lb,barrel,1
CS,WO,N/A,5.88*S,lb,barrel,1
CS,WO,OTHER,5.88*S,lb,barrel,1
CS,WO,STOKER,5.88*S,lb,barrel,1
CS,WO,TANGENTIAL,5.88*S,lb,barrel,1
CS,WO,VERTICAL,5.88*S,lb,barrel,1
CS,WO,WALL,5.88*S,lb,barrel,1
CT,WO,CELLBURNER,5.88*S,lb,barrel,1
CT,WO,CYCLONE,5.88*S,lb,barrel,1
CT,WO,DUCTBURNER,5.88*S,lb,barrel,1
CT,WO,FLUIDIZED,5.88*S,lb,barrel,1
CT,WO,N/A,5.88*S,lb,barrel,1
CT,WO,OTHER,5.88*S,lb,barrel,1
CT,WO,STOKER,5.88*S,lb,barrel,1
CT,WO,TANGENTIAL,5.88*S,lb,barrel,1
CT,WO,VERTICAL,5.88*S,lb,barrel,1
CT,WO,WALL,5.88*S,lb,barrel,1
GT,WO,CELLBURNER,5.88*S,lb,barrel,1
GT,WO,CYCLONE,5.88*S,lb,barrel,1
GT,WO,DUCTBURNER,5.88*S,lb,barrel,1
GT,WO,FLUIDIZED,5.88*S,lb,barrel,1
GT,WO,N/A,5.88*S,lb,barrel,1
GT,WO,OTHER,5.88*S,lb,barrel,1
GT,WO,STOKER,5.88*S,lb,barrel,1
GT,WO,TANGENTIAL,5.88*S,lb,barrel,1
GT,WO,VERTICAL,5.88*S,lb,barrel,1
GT,WO,WALL,5.88*S,lb,barrel,1
IC,WO,CELLBURNER,5.88*S,lb,barrel,1
IC,WO,CYCLONE,5.88*S,lb,barrel,1
IC,WO,DUCTBURNER,5.88*S,lb,barrel,1
IC,WO,FLUIDIZED,5.88*S,lb,barrel,1
IC,WO,N/A,5.88*S,lb,barrel,1
IC,WO,OTHER,5.88*S,lb,barrel,1
IC,WO,STOKER,5.88*S,lb,barrel,1
IC,WO,TANGENTIAL,5.88*S,lb,barrel,1
IC,WO,VERTICAL,5.88*S,lb,barrel,1
IC,WO,WALL,5.88*S,lb,barrel,1
OT,WO,CELLBURNER,6.174*S,lb,barrel,1
OT,WO,CYCLONE,6.174*S,lb,barrel,1
OT,WO,DUCTBURNER,6.174*S,lb,barrel,1
OT,WO,FLUIDIZED,0.6174*S,lb,barrel,1
OT,WO,N/A,0.6174*S,lb,barrel,1
OT,WO,OTHER,6.174*S,lb,barrel,1
OT,WO,STOKER,6.174*S,lb,barrel,1
OT,WO,TANGENTIAL,6.174*S,lb,barrel,1
OT,WO,VERTICAL,6.174*S,lb,barrel,1
OT,WO,WALL,6.174*S,lb,barrel,1
ST,WO,CELLBURNER,6.174*S,lb,barrel,1
ST,WO,CYCLONE,6.174*S,lb,barrel,1
ST,WO,DUCTBURNER,6.174*S,lb,barrel,1
ST,WO,FLUIDIZED,0.6174*S,lb,barrel,1
ST,WO,N/A,0.6174*S,lb,barrel,1
ST,WO,OTHER,6.174*S,lb,barrel,1
ST,WO,STOKER,6.174*S,lb,barrel,1
ST,WO,TANGENTIAL,6.174*S,lb,barrel,1
ST,WO,VERTICAL,6.174*S,lb,barrel,1
ST,WO,WALL,6.174*S,lb,barrel,1
